rollout/ep_rew_mean,rollout/exploration_rate,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/loss
27.22286328985507,0.8663920000000004,3516,50.95652173913044,217,16,69,0.0001,853,0.9657009840011597
26.695691771428567,0.8653660000000003,3543,50.614285714285714,216,16,70,0.0001,860,5.697522163391113
27.352761943661967,0.8621360000000003,3628,51.098591549295776,217,16,71,0.0001,881,0.6025162935256958
26.85110195833333,0.8610720000000003,3656,50.77777777777778,216,16,72,0.0001,888,0.98531174659729
27.567144150684932,0.8578420000000002,3741,51.24657534246575,217,17,73,0.0001,910,0.5741926431655884
27.12525337837838,0.8567020000000002,3771,50.95945945945946,216,17,74,0.0001,917,2.566960334777832
26.714621440000002,0.8555240000000001,3802,50.693333333333335,215,17,75,0.0001,925,0.779603123664856
26.275112460526316,0.854422,3831,50.4078947368421,214,17,76,0.0001,932,2.5044960975646973
25.893646883116883,0.8532439999999999,3862,50.15584415584416,213,18,77,0.0001,940,0.840116024017334
25.496669256410257,0.8521039999999998,3892,49.8974358974359,211,18,78,0.0001,947,0.653298020362854
25.15411793670886,0.8508879999999996,3924,49.67088607594937,211,18,79,0.0001,955,0.8418377637863159
24.7930676625,0.8497100000000005,3955,49.4375,210,18,80,0.0001,963,0.7241739630699158
25.43123185185185,0.8464800000000005,4040,49.876543209876544,211,19,81,0.0001,984,1.1814296245574951
25.03650619512195,0.8453780000000004,4069,49.6219512195122,210,19,82,0.0001,992,0.6421942710876465
24.590458072289156,0.8443900000000005,4095,49.33734939759036,209,19,83,0.0001,998,0.735840916633606
24.2234315,0.8432880000000005,4124,49.095238095238095,208,19,84,0.0001,1005,2.239743709564209
23.91261857647059,0.8420720000000003,4156,48.89411764705882,207,19,85,0.0001,1013,4.193769931793213
23.6025826627907,0.8408940000000001,4187,48.68604651162791,207,20,86,0.0001,1021,0.9828692674636841
23.233915839080463,0.8397920000000001,4216,48.45977011494253,206,20,87,0.0001,1028,4.226974010467529
22.914046772727275,0.8386520000000001,4246,48.25,205,20,88,0.0001,1036,2.4631309509277344
23.703427629213483,0.835422,4331,48.662921348314605,206,20,89,0.0001,1057,0.6807051301002502
23.404093466666666,0.8342439999999999,4362,48.46666666666667,205,21,90,0.0001,1065,0.8353675603866577
23.071766945054947,0.8331419999999998,4391,48.252747252747255,205,21,91,0.0001,1072,2.5908989906311035
23.668705,0.8299119999999998,4476,48.65217391304348,206,21,92,0.0001,1093,0.8795078992843628
23.36451976344086,0.8287719999999996,4506,48.45161290322581,205,21,93,0.0001,1101,2.417872428894043
